age,experience_years,daily_work_hours,sleep_hours,caffeine_intake,bugs_per_day,commits_per_day,meetings_per_day,screen_time,exercise_hours,burnout_level,burnout_level_encoded
0.26666666666666683,0.7368421052631579,0.013000000000000012,0.256,0.0,0.42105263157894735,0.5862068965517241,0.7777777777777777,0.23946784922394676,0.4,Low,0
0.3333333333333335,0.47368421052631576,0.9420000000000001,0.17400000000000004,0.7142857142857142,0.5263157894736842,0.5172413793103449,1.0,0.8011825572801183,0.435,High,2
0.6666666666666667,0.3684210526315789,0.4960000000000001,0.9339999999999999,0.0,0.42105263157894735,0.10344827586206896,0.1111111111111111,0.7583148558758317,0.7,Medium,1
0.8666666666666669,0.5789473684210527,0.791,0.28800000000000003,0.2857142857142857,0.42105263157894735,0.6896551724137931,0.5555555555555556,0.8514412416851442,0.315,High,2
1.0000000000000002,0.631578947368421,0.4960000000000001,0.3039999999999998,0.5714285714285714,0.7894736842105263,0.9655172413793103,0.4444444444444444,0.8684405025868442,0.525,High,2
0.26666666666666683,0.15789473684210525,0.9880000000000001,0.8899999999999999,0.2857142857142857,0.3684210526315789,0.48275862068965514,0.3333333333333333,0.7420546932742056,0.975,Medium,1
0.8666666666666669,1.0,0.406,0.29000000000000004,0.2857142857142857,0.10526315789473684,0.13793103448275862,0.5555555555555556,0.5151515151515151,0.99,Low,0
0.8666666666666669,0.21052631578947367,0.91,0.4800000000000002,0.42857142857142855,1.0,0.9655172413793103,0.6666666666666666,0.7849223946784925,0.65,High,2
0.8,0.05263157894736842,0.254,0.008000000000000007,0.14285714285714285,0.42105263157894735,0.8275862068965517,1.0,0.5018477457501849,0.89,Medium,1
0.9333333333333333,0.0,0.06799999999999995,0.6380000000000001,0.42857142857142855,0.7368421052631579,0.896551724137931,0.8888888888888888,0.3096821877309683,0.485,Medium,1
0.3333333333333335,0.5789473684210527,0.723,0.4970000000000001,0.0,0.2631578947368421,0.7586206896551724,0.0,0.5521064301552108,0.65,Low,0
0.19999999999999996,0.5263157894736842,0.6509999999999999,0.538,0.14285714285714285,0.47368421052631576,0.27586206896551724,0.1111111111111111,0.6363636363636365,0.7,Medium,1
0.4666666666666668,0.15789473684210525,0.9660000000000001,0.18000000000000005,1.0,0.15789473684210525,0.3793103448275862,0.8888888888888888,0.927568366592757,0.86,High,2
0.0,0.6842105263157894,0.8170000000000001,0.03599999999999992,0.2857142857142857,0.42105263157894735,0.0,0.6666666666666666,0.779009608277901,0.735,Medium,1
0.6000000000000001,0.8421052631578947,0.05499999999999999,0.6960000000000002,0.2857142857142857,0.3157894736842105,0.41379310344827586,0.6666666666666666,0.17294900221729487,0.09,Low,0
0.6666666666666667,0.7368421052631579,0.66,0.236,0.42857142857142855,0.3684210526315789,0.6551724137931034,0.1111111111111111,0.5661492978566149,0.665,Medium,1
0.19999999999999996,0.47368421052631576,0.272,0.692,0.0,0.8421052631578947,0.5172413793103449,0.5555555555555556,0.345158906134516,0.31,Low,0
0.0,0.10526315789473684,0.664,0.772,0.0,0.5789473684210527,0.8620689655172413,0.8888888888888888,0.6223207686622323,0.805,Medium,1
0.6666666666666667,0.6842105263157894,0.868,0.32400000000000007,1.0,0.3157894736842105,0.7931034482758621,0.5555555555555556,0.7154471544715448,0.75,High,2
0.26666666666666683,0.8421052631578947,0.492,0.802,0.14285714285714285,0.21052631578947367,0.9655172413793103,0.1111111111111111,0.6082779009608279,0.555,Low,0
0.06666666666666665,0.9473684210526315,0.10799999999999998,0.061999999999999944,0.5714285714285714,0.21052631578947367,0.6551724137931034,0.0,0.11529933481152993,0.63,Low,0
0.9333333333333333,0.6842105263157894,0.826,0.4970000000000001,0.14285714285714285,0.7368421052631579,0.24137931034482757,0.1111111111111111,0.6260162601626016,0.7,Medium,1
1.0000000000000002,0.5789473684210527,0.396,0.8780000000000001,0.0,0.631578947368421,0.41379310344827586,0.0,0.2823355506282335,0.85,Low,0
0.06666666666666665,0.8421052631578947,0.135,0.39800000000000013,0.7142857142857142,0.42105263157894735,0.13793103448275862,0.6666666666666666,0.1766444937176645,0.98,Medium,1
0.19999999999999996,0.9473684210526315,0.502,0.8480000000000001,0.7142857142857142,0.05263157894736842,0.5172413793103449,0.2222222222222222,0.6474501108647452,0.795,Low,0
0.5333333333333334,0.21052631578947367,0.5539999999999999,0.08000000000000007,0.42857142857142855,0.631578947368421,0.1724137931034483,0.8888888888888888,0.42424242424242425,0.86,High,2
0.0,0.05263157894736842,0.924,0.4099999999999999,0.2857142857142857,0.21052631578947367,0.034482758620689655,0.5555555555555556,0.6991869918699187,0.48,Medium,1
0.9333333333333333,0.6842105263157894,0.8770000000000001,0.3720000000000001,0.7142857142857142,0.5263157894736842,0.48275862068965514,0.4444444444444444,0.8189209164818922,0.03,Medium,1
0.7333333333333332,0.47368421052631576,0.9900000000000001,0.8420000000000003,0.5714285714285714,0.3684210526315789,0.5862068965517241,1.0,0.934959349593496,0.255,High,2
0.40000000000000013,0.47368421052631576,0.6390000000000001,0.252,1.0,1.0,0.8620689655172413,0.4444444444444444,0.6784922394678494,0.39,High,2
0.5333333333333334,0.2631578947368421,0.7660000000000001,0.02400000000000002,0.5714285714285714,0.8421052631578947,0.7241379310344828,0.0,0.6932742054693275,0.59,High,2
0.7333333333333332,0.10526315789473684,0.256,0.262,0.14285714285714285,0.21052631578947367,0.6896551724137931,0.6666666666666666,0.3976348854397635,0.35,Medium,1
0.26666666666666683,0.21052631578947367,0.6960000000000001,0.7220000000000002,0.42857142857142855,0.2631578947368421,0.10344827586206896,0.6666666666666666,0.6127124907612713,0.825,Medium,1
0.26666666666666683,0.5789473684210527,0.8830000000000001,0.17200000000000004,0.7142857142857142,0.47368421052631576,0.896551724137931,0.2222222222222222,0.6762749445676275,0.685,Medium,1
0.40000000000000013,0.10526315789473684,0.783,0.051999999999999935,0.0,0.6842105263157894,0.06896551724137931,0.4444444444444444,0.8447893569844791,0.065,High,2
0.5333333333333334,1.0,0.35,0.8820000000000001,0.7142857142857142,0.5789473684210527,0.41379310344827586,0.3333333333333333,0.4789356984478936,0.32,Low,0
0.40000000000000013,0.21052631578947367,0.54,0.762,0.5714285714285714,0.5263157894736842,0.3793103448275862,0.4444444444444444,0.6230598669623062,0.955,Medium,1
0.0,0.6842105263157894,0.5830000000000001,0.10399999999999987,0.5714285714285714,0.0,0.1724137931034483,0.6666666666666666,0.4286770140428678,0.145,Medium,1
0.40000000000000013,0.47368421052631576,0.253,0.72,0.8571428571428571,0.21052631578947367,0.3793103448275862,1.0,0.3082039911308205,0.27,Medium,1
0.26666666666666683,0.3157894736842105,0.31399999999999995,0.28,1.0,0.3157894736842105,0.06896551724137931,0.2222222222222222,0.2993348115299335,0.985,Low,0
0.40000000000000013,0.894736842105263,0.676,0.9160000000000001,1.0,0.47368421052631576,0.8620689655172413,0.1111111111111111,0.5461936437546195,0.82,Medium,1
0.1333333333333333,0.6842105263157894,0.7050000000000002,0.49,0.42857142857142855,0.15789473684210525,0.24137931034482757,0.7777777777777777,0.7235772357723578,0.54,High,2
0.5333333333333334,0.2631578947368421,0.8470000000000001,0.6880000000000002,0.7142857142857142,0.6842105263157894,0.9655172413793103,0.6666666666666666,0.869918699186992,0.07,High,2
0.3333333333333335,0.10526315789473684,0.5039999999999999,0.6839999999999999,0.2857142857142857,0.21052631578947367,1.0,0.7777777777777777,0.4486326681448633,0.425,Medium,1
0.6666666666666667,0.3157894736842105,0.7400000000000001,0.43000000000000016,0.7142857142857142,0.0,0.0,0.0,0.6341463414634148,0.565,Low,0
0.4666666666666668,0.10526315789473684,0.6789999999999999,0.33000000000000007,0.0,0.0,0.9310344827586207,1.0,0.5957132298595713,0.55,High,2
0.8,0.42105263157894735,0.91,0.94,0.42857142857142855,0.47368421052631576,0.5517241379310345,0.7777777777777777,0.7028824833702885,0.36,High,2
0.5333333333333334,0.2631578947368421,0.22699999999999998,0.39600000000000013,1.0,0.5789473684210527,0.896551724137931,0.6666666666666666,0.3281596452328161,0.315,Medium,1
0.9333333333333333,0.7894736842105263,0.255,0.20399999999999996,0.0,0.05263157894736842,0.3103448275862069,0.7777777777777777,0.5018477457501849,0.695,Low,0
0.8,0.7368421052631579,0.967,0.09199999999999997,0.14285714285714285,0.21052631578947367,0.8275862068965517,0.7777777777777777,0.8329637841832964,0.125,High,2
0.7333333333333332,0.47368421052631576,0.15400000000000003,0.09600000000000009,0.0,0.7368421052631579,0.13793103448275862,0.5555555555555556,0.33555062823355514,0.395,Medium,1
1.0000000000000002,0.10526315789473684,0.31900000000000006,0.20799999999999996,0.8571428571428571,0.8421052631578947,0.9655172413793103,0.0,0.49150036954915005,0.91,Medium,1
0.26666666666666683,0.21052631578947367,0.6330000000000001,0.16999999999999993,0.7142857142857142,0.42105263157894735,0.8275862068965517,1.0,0.45824094604582416,0.875,High,2
0.7333333333333332,0.7894736842105263,0.6609999999999999,0.10999999999999999,0.8571428571428571,0.5789473684210527,0.896551724137931,1.0,0.5461936437546195,0.475,High,2
0.0,0.9473684210526315,0.9310000000000002,0.23199999999999998,0.2857142857142857,0.3684210526315789,0.7586206896551724,0.5555555555555556,0.7405764966740578,0.015,Medium,1
0.06666666666666665,0.3157894736842105,0.21200000000000008,0.8160000000000001,0.14285714285714285,0.5263157894736842,0.06896551724137931,0.0,0.3133776792313378,0.975,Low,0
0.6000000000000001,0.47368421052631576,0.8210000000000001,0.02200000000000002,0.2857142857142857,0.0,0.20689655172413793,1.0,0.7694013303769403,0.775,Medium,1
0.7333333333333332,0.7894736842105263,0.995,0.758,0.2857142857142857,0.21052631578947367,0.1724137931034483,0.6666666666666666,0.9541759053954177,0.15,High,2
0.1333333333333333,0.47368421052631576,0.30000000000000004,0.6880000000000002,0.7142857142857142,0.47368421052631576,0.5517241379310345,0.3333333333333333,0.20768662232076868,0.025,Medium,1
0.9333333333333333,0.5789473684210527,0.4820000000000001,0.23399999999999999,1.0,0.7894736842105263,0.896551724137931,0.2222222222222222,0.5491500369549152,0.57,High,2
0.3333333333333335,1.0,0.747,0.504,0.7142857142857142,0.2631578947368421,0.896551724137931,0.8888888888888888,0.5609756097560976,0.585,High,2
1.0000000000000002,0.9473684210526315,0.06500000000000006,0.4640000000000002,1.0,0.7894736842105263,0.1724137931034483,0.0,0.23059866962305992,0.04,Low,0
0.6000000000000001,0.6842105263157894,0.126,0.798,0.14285714285714285,0.3684210526315789,0.5862068965517241,0.4444444444444444,0.1101256467110126,0.975,Low,0
0.7333333333333332,0.47368421052631576,0.4960000000000001,0.5720000000000001,0.42857142857142855,0.3157894736842105,0.034482758620689655,0.0,0.5912786400591281,0.52,Low,0
0.3333333333333335,0.3157894736842105,0.32400000000000007,0.03200000000000003,0.8571428571428571,0.9473684210526315,0.06896551724137931,0.5555555555555556,0.40946045824094607,0.445,High,2
1.0000000000000002,0.8421052631578947,0.32699999999999996,0.28200000000000003,0.42857142857142855,0.5789473684210527,0.5517241379310345,0.0,0.4478935698447894,0.79,Medium,1
0.19999999999999996,0.6842105263157894,0.126,0.3380000000000001,0.42857142857142855,0.21052631578947367,0.9310344827586207,0.2222222222222222,0.25572801182557287,0.59,Low,0
0.5333333333333334,0.21052631578947367,0.7380000000000001,0.3679999999999999,0.42857142857142855,0.5263157894736842,0.034482758620689655,1.0,0.6607538802660755,0.225,High,2
0.7333333333333332,0.894736842105263,0.8490000000000001,0.15999999999999992,0.42857142857142855,1.0,0.06896551724137931,0.3333333333333333,0.8388765705838876,0.055,High,2
0.1333333333333333,0.0,0.41500000000000004,0.4970000000000001,0.5714285714285714,0.6842105263157894,0.3103448275862069,0.7777777777777777,0.38433111603843323,0.05,High,2
0.0,0.7368421052631579,0.10999999999999999,0.9320000000000002,0.2857142857142857,1.0,0.8275862068965517,0.4444444444444444,0.2926829268292684,0.89,Low,0
0.5333333333333334,0.05263157894736842,0.394,0.506,0.2857142857142857,0.0,0.9310344827586207,0.7777777777777777,0.4951958610495197,0.5,Medium,1
0.40000000000000013,1.0,0.4960000000000001,0.1519999999999999,0.7142857142857142,0.42105263157894735,0.3448275862068966,0.4444444444444444,0.1256467110125647,0.3,Medium,1
0.4666666666666668,0.15789473684210525,0.765,0.8899999999999999,0.0,0.5263157894736842,0.24137931034482757,0.3333333333333333,0.6851441241685146,0.37,Medium,1
0.6000000000000001,0.7894736842105263,0.20199999999999996,0.54,0.0,0.7894736842105263,0.9310344827586207,0.6666666666666666,0.33776792313377685,0.27,Medium,1
0.3333333333333335,1.0,0.636,0.3500000000000001,0.7142857142857142,0.2631578947368421,0.9655172413793103,0.0,0.4848484848484849,0.06,Low,0
0.06666666666666665,0.05263157894736842,0.6900000000000001,0.6260000000000001,0.14285714285714285,0.5263157894736842,0.24137931034482757,0.7777777777777777,0.6563192904656321,0.12,Medium,1
0.3333333333333335,0.894736842105263,0.15400000000000003,0.8160000000000001,1.0,0.21052631578947367,0.7241379310344828,0.3333333333333333,0.28824833702882485,0.385,Medium,1
0.5333333333333334,0.5789473684210527,0.977,0.4119999999999999,0.8571428571428571,0.15789473684210525,0.6206896551724138,0.7777777777777777,0.8181818181818183,0.655,High,2
0.3333333333333335,0.3157894736842105,0.067,0.08000000000000007,0.14285714285714285,0.05263157894736842,0.7241379310344828,0.8888888888888888,0.30303030303030315,0.29,Low,0
0.9333333333333333,0.8421052631578947,0.3650000000000001,0.984,0.0,0.47368421052631576,0.24137931034482757,0.3333333333333333,0.3281596452328161,0.655,Low,0
0.6666666666666667,1.0,0.11699999999999999,0.02200000000000002,0.2857142857142857,0.8421052631578947,0.9310344827586207,0.5555555555555556,0.1788617886178862,0.365,Medium,1
0.06666666666666665,0.2631578947368421,0.45399999999999996,0.40000000000000013,0.5714285714285714,0.631578947368421,0.7241379310344828,0.7777777777777777,0.5358462675535849,0.66,Medium,1
0.9333333333333333,0.6842105263157894,0.9960000000000001,0.8940000000000001,0.7142857142857142,0.3157894736842105,0.7241379310344828,0.3333333333333333,0.7590539541759056,0.535,Medium,1
0.40000000000000013,0.42105263157894735,0.066,0.09999999999999998,0.14285714285714285,1.0,1.0,0.5555555555555556,0.062084257206208415,0.0,Medium,1
0.6666666666666667,0.631578947368421,0.9540000000000001,0.44199999999999995,0.8571428571428571,0.21052631578947367,0.5517241379310345,0.6666666666666666,0.7235772357723578,0.015,High,2
0.6666666666666667,0.631578947368421,0.42500000000000004,0.5880000000000001,0.0,0.7894736842105263,0.24137931034482757,0.2222222222222222,0.3311160384331116,0.33,Medium,1
0.0,0.8421052631578947,0.765,0.8579999999999999,0.0,0.6842105263157894,0.7241379310344828,0.6666666666666666,0.7420546932742056,0.515,Medium,1
0.1333333333333333,0.8421052631578947,0.787,0.7380000000000002,0.5714285714285714,0.7368421052631579,0.8620689655172413,0.1111111111111111,0.8543976348854398,0.88,Medium,1
0.6666666666666667,0.15789473684210525,0.20800000000000007,0.712,0.5714285714285714,0.9473684210526315,0.48275862068965514,0.2222222222222222,0.37028824833702895,0.275,Medium,1
0.8,0.47368421052631576,0.10399999999999998,0.8600000000000001,0.0,0.47368421052631576,0.6551724137931034,0.1111111111111111,0.13525498891352555,0.875,Low,0
0.6666666666666667,0.5789473684210527,0.511,0.504,1.0,0.42105263157894735,0.06896551724137931,0.1111111111111111,0.49150036954915005,0.435,Medium,1
0.9333333333333333,0.3684210526315789,0.122,0.6240000000000001,0.14285714285714285,0.6842105263157894,1.0,0.3333333333333333,0.262379896526238,0.585,Low,0
0.3333333333333335,0.8421052631578947,0.636,0.4019999999999999,0.0,0.47368421052631576,0.0,0.1111111111111111,0.49223946784922396,0.405,Medium,1
0.19999999999999996,0.21052631578947367,0.18799999999999994,0.266,0.7142857142857142,0.9473684210526315,0.9655172413793103,0.3333333333333333,0.2771618625277163,0.455,Medium,1
0.0,0.894736842105263,0.757,0.3400000000000001,0.8571428571428571,0.0,0.1724137931034483,0.0,0.7575757575757578,0.81,Medium,1
0.40000000000000013,0.21052631578947367,0.769,0.8820000000000001,0.8571428571428571,0.5789473684210527,0.48275862068965514,0.1111111111111111,0.6008869179600889,0.705,Medium,1
0.7333333333333332,0.5263157894736842,0.239,0.0020000000000000018,0.5714285714285714,0.42105263157894735,0.6206896551724138,0.0,0.31929046563192903,0.87,Low,0
0.06666666666666665,0.5263157894736842,0.7640000000000001,0.4970000000000001,0.0,0.15789473684210525,0.10344827586206896,0.5555555555555556,0.6245380635624538,0.4,Medium,1
0.40000000000000013,0.6842105263157894,0.9810000000000002,0.3699999999999999,0.5714285714285714,0.47368421052631576,1.0,0.0,0.7745750184774576,0.43,Medium,1
0.8,0.47368421052631576,0.009000000000000008,0.704,0.0,0.47368421052631576,0.5517241379310345,0.7777777777777777,0.25424981522542506,0.735,Low,0
0.06666666666666665,0.3157894736842105,0.515,0.546,0.7142857142857142,0.5263157894736842,0.8620689655172413,0.4444444444444444,0.45676274944567635,0.985,Medium,1
0.6666666666666667,0.7368421052631579,0.979,0.16999999999999993,1.0,0.15789473684210525,0.3103448275862069,0.3333333333333333,0.9379157427937916,0.84,High,2
0.0,0.7368421052631579,0.45199999999999996,0.051999999999999935,0.5714285714285714,0.05263157894736842,0.6551724137931034,0.4444444444444444,0.5040650406504066,0.67,Medium,1
0.9333333333333333,0.894736842105263,0.30199999999999994,0.254,1.0,1.0,0.7241379310344828,0.1111111111111111,0.37398373983739835,0.48,Medium,1
0.26666666666666683,0.10526315789473684,0.019000000000000017,0.19999999999999996,0.7142857142857142,0.10526315789473684,0.06896551724137931,0.5555555555555556,0.03769401330376937,0.525,Low,0
0.7333333333333332,1.0,0.268,0.132,0.0,0.3684210526315789,0.13793103448275862,0.8888888888888888,0.33924611973392477,0.655,Medium,1
1.0000000000000002,0.5789473684210527,0.5880000000000001,0.34399999999999986,0.14285714285714285,0.7894736842105263,0.5172413793103449,0.3333333333333333,0.5787139689578715,0.065,Medium,1
0.6000000000000001,0.05263157894736842,0.508,0.43399999999999994,1.0,0.5789473684210527,0.896551724137931,0.7777777777777777,0.5646711012564671,0.98,Medium,1
0.06666666666666665,0.05263157894736842,0.138,0.56,0.7142857142857142,0.5263157894736842,0.3448275862068966,0.3333333333333333,0.26607538802660763,0.505,Medium,1
0.1333333333333333,0.8421052631578947,0.5529999999999999,0.06600000000000006,0.42857142857142855,0.5263157894736842,0.034482758620689655,0.7777777777777777,0.45602365114560256,0.825,High,2
0.26666666666666683,0.47368421052631576,0.6250000000000001,0.44999999999999996,0.14285714285714285,0.42105263157894735,0.7931034482758621,0.3333333333333333,0.632668144863267,0.0,Medium,1
0.19999999999999996,0.15789473684210525,0.515,0.31000000000000005,0.2857142857142857,0.894736842105263,0.0,0.4444444444444444,0.4116777531411678,0.4,Medium,1
0.40000000000000013,0.9473684210526315,0.8560000000000002,0.132,0.7142857142857142,0.3157894736842105,0.3103448275862069,0.8888888888888888,0.8832224685883223,0.27,High,2
0.40000000000000013,0.47368421052631576,0.618,0.19399999999999995,1.0,0.7894736842105263,0.06896551724137931,0.3333333333333333,0.5898004434589801,0.42,High,2
0.6000000000000001,0.47368421052631576,0.616,0.14,0.0,0.15789473684210525,0.8275862068965517,0.2222222222222222,0.5284552845528456,0.435,Medium,1
0.26666666666666683,0.47368421052631576,0.347,0.06600000000000006,0.7142857142857142,0.5789473684210527,0.5517241379310345,0.3333333333333333,0.3436807095343681,0.715,Medium,1
0.8666666666666669,0.631578947368421,0.402,0.76,0.42857142857142855,0.3157894736842105,0.48275862068965514,0.6666666666666666,0.38950480413895056,0.62,Medium,1
0.26666666666666683,1.0,0.11199999999999999,0.6660000000000001,0.7142857142857142,0.5263157894736842,0.7241379310344828,1.0,0.1958610495195861,0.505,Medium,1
0.40000000000000013,0.21052631578947367,0.14300000000000002,0.79,0.5714285714285714,0.0,0.13793103448275862,0.0,0.18994826311899488,0.045,Low,0
0.4666666666666668,0.8421052631578947,0.399,0.484,0.14285714285714285,0.0,0.7241379310344828,0.7777777777777777,0.5314116777531412,0.755,Low,0
0.6000000000000001,0.47368421052631576,0.801,0.6720000000000002,0.7142857142857142,0.2631578947368421,0.6896551724137931,1.0,0.7568366592756837,0.26,High,2
0.8,0.47368421052631576,0.346,0.20399999999999996,0.8571428571428571,0.3684210526315789,0.7931034482758621,0.6666666666666666,0.37398373983739835,0.145,Medium,1
0.5333333333333334,0.6842105263157894,0.8320000000000002,0.726,0.14285714285714285,0.47368421052631576,0.6551724137931034,0.0,0.8026607538802661,0.28,Medium,1
0.9333333333333333,0.9473684210526315,0.807,0.42599999999999993,0.2857142857142857,0.47368421052631576,0.5172413793103449,0.3333333333333333,0.6954915003695492,0.72,Medium,1
